Category	ID	Term	Genes	adj_pval
BP	GO:0048002	antigen processing and presentation of peptide antigen	ACE,CD36,CENPE,CTSE,CYBA,HLA-E,IFI30,KIF23,KIF4A,PDIA3,PSMB8,PSMB9,PSME2,TAP1,TAP2	4.01E-04
BP	GO:0051301	cell division	ANAPC7,ANLN,ASPM,BUB1,CCND1,CCNG2,CDC20,CDCA8,CDK1,CENPE,CENPF,CEP55,KIF14,KIF20B,KIF23,KIF4A,KNTC1,MAPRE1,NCAPG,NUF2,PRC1,RAN,STRA13,TOP2A,TUBA1B	4.02E-04
BP	GO:0051234	establishment of localization	ABCA10,ABCC2,ACE,ACKR4,ACOX1,AGR2,ANO5,AOC1,APOA1,APOA4,APOB,APOC3,APOL6,AQP10,ATP8B2,BICD1,BST1,BST2,CCL5,CCND1,CCT2,CD24,CD36,CD3G,CDCA8,CENPE,CENPF,CEP55,CNGA1,CYBA,DLGAP5,DOCK2,ENPP2,ENPP3,FGL2,G6PC,GBP5,GRAMD1B,HACL1,HIST1H1B,HRH2,HSP90AA1,HSP90B1,HSPA5,HSPH1,IGHA1,IGHG1,IGHG3,IGHG4,IGKC,IGLC1,IGLC2,IGLC3,IGLC7,ISG15,KCNIP4,KIF14,KIF23,KIF4A,KPNA2,MANF,MEP1B,MME,NDC1,NOS2,PARK2,PDIA4,PDZK1,PLA2R1,PLEK,PLIN2,PRKAB2,PRKCB,PRKD1,PRSS12,PSMB8,PSMB9,PSME2,PYCARD,RAB17,RAN,S100A11,SEPP1,SFXN3,SLC13A2,SLC15A1,SLC17A4,SLC19A1,SLC19A3,SLC28A1,SLC28A2,SLC2A12,SLC2A2,SLC38A1,SLC46A1,SLC4A7,SLC5A1,SLC5A11,SLC5A12,SLC5A9,SLC6A4,SLC7A6,SLC9A7,STARD4,STON2,TAP1,TAP2,TOMM40,TRAM2,TRPM6,TUBA1B,TXNDC5,VNN1,XBP1	4.61E-04
BP	GO:0060759	regulation of response to cytokine stimulus	APOA1,BIRC3,CARD16,CASP1,CCL5,CD24,JAK2,NLRC5,PARK2,PARP14,PARP9,PTPN1,PYCARD,STAT1	4.61E-04
BP	GO:0048519	negative regulation of biological process	ABHD6,ACE,AGR2,ANGPTL4,APOA1,APOA4,APOC3,ASAH2,ASPM,BANK1,BICD1,BIRC3,BST2,BUB1,CAMK2N1,CARD16,CCL5,CCND1,CD24,CD36,CDC20,CDK1,CENPF,CIITA,CLSPN,CYBA,DCC,DEPDC1,DERL3,DNAJA1,DNAJC10,DUSP6,E2F8,EAF2,EIF4EBP2,ENO1,ENPP3,ERI1,ETV7,F11,FAM134B,FAM3D,FAM46C,FBP1,FGL2,FOXM1,GBP1,GCLM,GPX4,GRB10,HIST1H1B,HLA-E,HMGB2,HSP90B1,HSPA5,IDH2,IFI27,IFITM1,IFITM3,IGFBP2,IRF1,IRS2,ISG15,ISG20,ITM2C,JAK2,KIF14,KIF20B,KNTC1,LGALS9,LPL,MAF,MAOB,MAPRE1,MLXIPL,MT1G,MXI1,NELFE,NLGN4X,NLRC5,NOS2,NRG1,NRG3,OAS1,OAS3,OGG1,PARK2,PARP14,PARP9,PBX1,PCNA,PDK4,PHLPP2,PIM2,PLA2R1,PLEK,POLQ,PPARGC1A,PRDM1,PRKAB2,PRKCB,PRKD1,PRKG2,PSMB8,PSMB9,PSME2,PTPN1,PYCARD,RAN,RARRES3,RSAD2,S100A11,SARM1,SHMT1,SLC39A10,SLC6A4,SPINK4,STAT1,TFF1,TM4SF20,TNIP3,TOP2A,TRIM31,TXNDC5,UBE2L6,UHRF1,VNN1,WARS,XBP1	4.61E-04
BP	GO:1903047	mitotic cell cycle process	ANLN,BUB1,CCND1,CDC20,CDCA8,CDK1,CENPE,CENPF,CEP55,CLSPN,DLGAP5,E2F8,FOXM1,HSP90AA1,KIF14,KIF23,KIF4A,KNTC1,MAPRE1,MCM4,MCM5,NCAPG,PCNA,PIM2,PRC1,PRKCB,RAN	4.69E-04
BP	GO:0006575	cellular modified amino acid metabolic process	ACADM,EGLN3,GATM,GCLM,GCNT4,GGCT,GPX4,IYD,PLOD2,SHMT1,SLC19A1,SLC46A1,SULT1B1,VNN1	5.88E-04
BP	GO:0098813	nuclear chromosome segregation	CDC20,CDCA8,CENPE,CENPF,CEP55,DLGAP5,KIF14,KIF23,KIF4A,NCAPG,NDC1,PRC1,RAN,STRA13	6.64E-04
BP	GO:0007059	chromosome segregation	CDC20,CDCA8,CENPE,CENPF,CEP55,DLGAP5,KIF14,KIF23,KIF4A,NCAPG,NDC1,NUF2,PRC1,RAN,STRA13,TOP2A	6.92E-04
BP	GO:0002478	antigen processing and presentation of exogenous peptide antigen	CD36,CENPE,CTSE,CYBA,HLA-E,IFI30,KIF23,KIF4A,PDIA3,PSMB8,PSMB9,PSME2,TAP1,TAP2	6.92E-04
BP	GO:0031667	response to nutrient levels	ACAT1,AOC1,APOA1,CCND1,CYBA,G6PC,GCLM,HSP90B1,HSPA5,IGFBP2,KRT20,LPL,OGG1,OXCT1,PCK1,PCNA,PDK4,PPARGC1A,PRKD1,SCTR,SLC6A4,SORD,STAT1,XBP1	7.55E-04
BP	GO:0060192	negative regulation of lipase activity	ANGPTL4,APOA1,APOC3,BICD1,PLA2R1	7.60E-04
BP	GO:0019884	antigen processing and presentation of exogenous antigen	CD36,CENPE,CTSE,CYBA,HLA-E,IFI30,KIF23,KIF4A,PDIA3,PSMB8,PSMB9,PSME2,TAP1,TAP2	7.60E-04
BP	GO:0055114	oxidation-reduction process	ACADM,ACOX1,ADH4,ADI1,AGMO,AKR7L,ALDOB,AOC1,APOA1,CYBA,CYP2C9,CYP3A4,CYP3A5,CYP4F3,DNAJC10,EGLN3,ENO1,FMO5,G6PC,GPX4,HACL1,HGD,HSD17B11,IDH2,IFI30,IYD,LDHB,MAOB,MARC2,NOS2,PDIA3,PDIA4,PDIA6,PLOD2,PPARGC1A,PTGR1,SORD	8.87E-04
BP	GO:0048583	regulation of response to stimulus	ABHD6,AGR2,APOA1,APOB,APOC3,ARHGAP8,ASAH2,ASPM,BANK1,BICD1,BIRC3,BST1,BST2,CAMK2N1,CARD16,CASP1,CCL5,CD24,CD36,CD3G,CDK1,CEP55,CNGA1,CYBA,DCC,DDX60,DEPDC7,DERL3,DNAJA1,DUSP6,ENO1,ENPP3,F11,FAM13A,FAM3D,FBP1,FGL2,FOXM1,GBP1,GBP5,GCLM,GPX4,GRB10,HLA-E,HMGB2,HSP90AA1,HSP90B1,HSPA5,HSPH1,IFITM1,IGFBP2,IGHG1,IGHG3,IGHG4,IGKC,IGLC1,IGLC2,IGLC3,IGLC7,IL32,IL6R,IRF1,IRS2,ITM2C,JAK2,KIF14,KLHL24,LGALS9,LPL,MANF,MUC2,MZB1,NDC1,NELFE,NLGN4X,NLRC5,NOS2,NRG1,NRG3,OGG1,OXCT1,PARK2,PARP14,PARP9,PCNA,PDIA3,PHLPP2,PIM2,PLA2R1,PLEK,POLQ,PPARGC1A,PRKAB2,PRKCB,PRKD1,PSMB8,PSMB9,PSME2,PTPN1,PYCARD,RHOBTB2,RSAD2,SARM1,SCTR,SLA,SMOC2,SSRP1,STAT1,TFF1,TNIP3,UBD,VNN1,XBP1	9.42E-04
BP	GO:0002237	response to molecule of bacterial origin	ABCC2,APOB,CARD16,CASP1,CCL5,CD24,CD36,CMPK2,HMGB2,JAK2,LGALS9,MAOB,NOS2,PCK1,PPARGC1A,PYCARD,TNIP3,XBP1	9.71E-04
BP	GO:0002252	immune effector process	ACE,AOC1,BST1,BST2,CCT2,CD36,CD3G,CYBA,DDX60,DOCK2,ENPP3,FGL2,GBP1,HSP90AA1,IFI27,IFI44L,IFITM3,IGHG1,IGHG3,IGHG4,IGKC,IGLC1,IGLC2,IGLC3,IGLC7,IRF1,ISG15,ISG20,MME,NLRC5,OAS1,OAS3,PARP9,PYCARD,RSAD2,S100A11,STAT1,TXNDC5,VNN1	9.83E-04
BP	GO:0000819	sister chromatid segregation	CDC20,CDCA8,CENPE,CEP55,DLGAP5,KIF14,KIF23,KIF4A,NCAPG,PRC1,RAN	9.83E-04
BP	GO:0034975	protein folding in endoplasmic reticulum	DNAJC10,HSP90B1,HSPA5,PDIA3	9.83E-04
BP	GO:0042632	cholesterol homeostasis	APOA1,APOA4,APOB,APOC3,CD24,G6PC,GRAMD1B,LPL,XBP1	1.01E-03
BP	GO:0031347	regulation of defense response	APOA1,APOB,BIRC3,BST1,CCL5,CD36,CYBA,DDX60,ENPP3,FGL2,GBP5,GPX4,HLA-E,HSP90B1,IRF1,JAK2,LGALS9,LPL,MUC2,NLRC5,NOS2,PARP14,PARP9,PSMB8,PSMB9,PSME2,PTPN1,PYCARD,RSAD2,SARM1,STAT1,TNIP3	1.01E-03
BP	GO:1901701	cellular response to oxygen-containing compound	ABCC2,AOC1,APOA4,APOB,CARD16,CASP1,CCL5,CD36,CDK1,CMPK2,CYBA,EIF4EBP2,GCLM,GRAMD1B,H2AFZ,HMGB2,HSP90B1,HSPA5,IRS2,JAK2,LPL,MLXIPL,NOS2,PARK2,PCK1,PCNA,PDK4,PPARGC1A,PRKCB,PRKD1,PTPN1,PYCARD,SHMT1,SLC6A4,STAT1,TNIP3,XBP1	1.01E-03
BP	GO:0035456	response to interferon-beta	BST2,IFITM1,IFITM3,IRF1,STAT1,XAF1	1.01E-03
BP	GO:0048285	organelle fission	ASPM,CDC20,CDCA8,CENPE,CEP55,DLGAP5,KIF14,KIF23,KIF4A,NCAPG,NDC1,PARK2,PEX11A,PRC1,RAN,STRA13,TOP2A	1.01E-03
BP	GO:0055092	sterol homeostasis	APOA1,APOA4,APOB,APOC3,CD24,G6PC,GRAMD1B,LPL,XBP1	1.08E-03
BP	GO:0071704	organic substance metabolic process	ABCC2,ABHD6,ACADM,ACAT1,ACE,ACOT7,ACOX1,ACSF2,ADH4,ADI1,AGMO,AK1,ALDOB,ANAPC7,ANGPTL4,APOA1,APOA4,APOB,APOC3,APOL6,ASAH2,BICD1,BIRC3,BTD,BUB1,CARD16,CASP1,CCL5,CCND1,CCNG2,CD36,CDC20,CDK1,CENPF,CERK,CLSPN,CMPK2,CTSE,CYP2C9,CYP3A4,CYP3A5,CYP4F3,DERL3,DLGAP5,DNAJC10,DUSP6,EAF2,EGLN3,EIF4EBP2,ENO1,ENPP2,ENPP3,EPHX1,ERI1,ETV7,F11,FBP1,FGL2,FKBP11,FOXM1,G6PC,GATM,GCLM,GCNT4,GGCT,GPX4,HACL1,HGD,HMGB2,HMGCS2,HMMR,HSD17B11,HSP90AA1,HSP90B1,HSPA5,IDH2,IFI27,IGFBP2,IGHA1,IRF1,IRS2,ISG15,ISG20,IYD,JAK2,KIF14,KLHL24,KPNA2,LAP3,LCT,LDHB,LGALS9,LPL,MAF,MAOB,MARC2,MCM4,MCM5,MEP1B,MME,MUC2,NDC1,NELFE,NOP56,NOS2,NRG1,OAS1,OAS3,OAT,ODC1,OGG1,OXCT1,PARK2,PARP14,PARP9,PBX1,PCK1,PCNA,PDIA3,PDIA6,PDK4,PFKFB4,PIM2,PLEK,PLOD2,POLQ,PPARGC1A,PRKAB2,PRKCB,PRKD1,PRKG2,PRSS12,PSMB8,PSMB9,PSME2,PTGR1,PTPN1,PYCARD,RAN,RARRES3,SDF2L1,SHMT1,SI,SLC19A1,SLC19A3,SLC28A1,SLC28A2,SLC2A2,SLC46A1,SLC7A6,SNRNP40,SORD,SSRP1,ST6GAL1,STRA13,SULT1B1,SULT2A1,TFF1,THSD4,TMEM258,TNIP3,TOP2A,TREH,TRIM31,TRMT61B,TRPM6,UBD,UBE2L6,UGT2A3,UGT2B7,UHRF1,VNN1,WARS,XBP1,XRCC4,ZC3H12C	1.09E-03
BP	GO:0051223	regulation of protein transport	APOA1,BANK1,CARD16,CASP1,CCL5,CD36,DERL3,DNAJA1,FAM3D,GBP1,HLA-E,IDH2,IFI27,IRS2,JAK2,KIF20B,KRT20,LGALS9,LPL,NOS2,OXCT1,PARK2,PDZK1,PTPN1,PYCARD,RAN,RSAD2,SLC2A2,UBL5,XBP1	1.12E-03
MF	GO:0015291	secondary active transmembrane transporter activity	SLC13A2,SLC15A1,SLC17A4,SLC19A1,SLC28A1,SLC28A2,SLC38A1,SLC4A7,SLC5A1,SLC5A12,SLC5A9,SLC6A4,SLC7A6,SLC9A7	1.12E-03
MF	GO:0048037	cofactor binding	ACADM,ACAT1,ACOT7,ACOX1,ADH4,AOC1,CYBA,CYP3A4,CYP3A5,CYP4F3,EGLN3,FMO5,HACL1,IDH2,IYD,JAK2,MAOB,MARC2,NOS2,PARP9,PLOD2,RSAD2,SHMT1,SORD	1.12E-03
BP	GO:0002697	regulation of immune effector process	APOA1,BIRC3,BST2,CD36,DDX60,ENPP3,FGL2,HLA-E,IGHG1,IGHG3,IGHG4,IGKC,IGLC1,IGLC2,IGLC3,IGLC7,LGALS9,MZB1,PARP9,PYCARD,RSAD2,STAT1,XBP1	1.15E-03
BP	GO:0035966	response to topologically incorrect protein	CCND1,DERL3,DNAJA1,HSP90AA1,HSP90B1,HSPA5,HSPH1,MANF,PARK2,PDIA6,PTPN1,SDF2L1,XBP1	1.15E-03
BP	GO:0002479	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	CD36,CYBA,HLA-E,PDIA3,PSMB8,PSMB9,PSME2,TAP1,TAP2	1.15E-03
BP	GO:0006810	transport	ABCA10,ABCC2,ACE,ACKR4,ACOX1,AGR2,ANO5,AOC1,APOA1,APOA4,APOB,APOC3,APOL6,AQP10,ATP8B2,BICD1,BST1,BST2,CCL5,CCND1,CCT2,CD24,CD36,CD3G,CENPE,CENPF,CNGA1,CYBA,DOCK2,ENPP2,ENPP3,FGL2,G6PC,GBP5,GRAMD1B,HACL1,HRH2,HSP90AA1,HSP90B1,HSPA5,HSPH1,IGHA1,IGHG1,IGHG3,IGHG4,IGKC,IGLC1,IGLC2,IGLC3,IGLC7,ISG15,KCNIP4,KIF23,KIF4A,KPNA2,MANF,MEP1B,MME,NDC1,NOS2,PARK2,PDIA4,PDZK1,PLA2R1,PLEK,PLIN2,PRKAB2,PRKCB,PRKD1,PRSS12,PSMB8,PSMB9,PSME2,PYCARD,RAB17,RAN,S100A11,SEPP1,SFXN3,SLC13A2,SLC15A1,SLC17A4,SLC19A1,SLC19A3,SLC28A1,SLC28A2,SLC2A12,SLC2A2,SLC38A1,SLC46A1,SLC4A7,SLC5A1,SLC5A11,SLC5A12,SLC5A9,SLC6A4,SLC7A6,SLC9A7,STARD4,STON2,TAP1,TAP2,TOMM40,TRAM2,TRPM6,TUBA1B,TXNDC5,VNN1,XBP1	1.17E-03
BP	GO:0048518	positive regulation of biological process	ABHD6,ACE,AGR2,ANGPTL4,ANLN,APOA1,APOA4,APOB,ARHGAP8,ASPM,BANK1,BICD1,BIRC3,BST1,BST2,C1orf186,CAMK2N1,CARD16,CASP1,CCL5,CCND1,CCT2,CD24,CD36,CD3G,CDC20,CDK1,CENPE,CIITA,CLSPN,CYBA,DDX60,DLGAP5,DNAJA1,DOCK2,DUSP6,E2F5,E2F8,EAF2,EGLN3,ENO1,ENPP2,ENPP3,F11,FAM46C,FOSL2,FOXM1,GATM,GBP5,GRB10,H2AFZ,HIST1H1B,HLA-E,HMGB2,HRH2,HSP90AA1,HSP90B1,HSPA5,HSPBP1,HSPH1,IFITM1,IGFBP2,IGHA1,IGHG1,IGHG3,IGHG4,IGKC,IGLC1,IGLC2,IGLC3,IGLC7,IL6R,IRF1,IRS2,ISG15,ITM2C,JAK2,KIF14,KIF20B,KIF23,KPNA2,LGALS9,LPL,MAF,MAOB,MAPRE1,MLXIPL,MME,MUC2,MZB1,NELFE,NLRC5,NOS2,NRG1,NRG3,ODC1,OXCT1,PARK2,PARP14,PARP9,PBX1,PCK1,PCNA,PDIA3,PDZK1,PFKFB4,PIM2,PLA2R1,PLEK,PPARGC1A,PRC1,PRDM1,PRKAB2,PRKCB,PRKD1,PSMB8,PSMB9,PSME2,PTH2R,PTPN1,PYCARD,RAN,RSAD2,SARM1,SCTR,SLA,SLC39A10,SLC6A4,SMOC2,STARD4,STAT1,STRA13,TNIP3,TOP2A,TRIM31,TSPAN1,UBD,UBL5,UHRF1,VNN1,WARS,XBP1	1.17E-03
BP	GO:0019882	antigen processing and presentation	ACE,CD36,CENPE,CTSE,CYBA,HLA-E,IFI30,KIF23,KIF4A,PDIA3,PSMB8,PSMB9,PSME2,TAP1,TAP2	1.17E-03
BP	GO:0019216	regulation of lipid metabolic process	ABHD6,ACADM,ACOX1,ANGPTL4,APOA1,APOA4,APOB,APOC3,CD36,HMGCS2,IRS2,MLXIPL,PDK4,PEX11A,PLIN2,PPARGC1A,PRKAB2,PRKD1,RAN,STARD4,SULT2A1	1.23E-03
BP	GO:0070201	regulation of establishment of protein localization	APOA1,BANK1,CARD16,CASP1,CCL5,CCT2,CD36,DERL3,DNAJA1,FAM3D,GBP1,HLA-E,IDH2,IFI27,IRS2,JAK2,KIF20B,KRT20,LGALS9,LPL,NOS2,OXCT1,PARK2,PDZK1,PTPN1,PYCARD,RAN,RSAD2,SLC2A2,UBL5,XBP1	1.41E-03
CC	GO:0098862	cluster of actin-based cell projections	ABCC2,CD36,CDHR5,MME,PDZK1,SI,SLC15A1,SLC2A2,SLC46A1,SLC4A7,SLC5A1,TRPM6	1.42E-03
CC	GO:0072562	blood microparticle	ANGPTL4,APOA1,APOA4,IGHA1,IGHG1,IGHG3,IGHG4,IGHM,IGKC,IGLC1,IGLC2,IGLC3	1.42E-03
BP	GO:0032496	response to lipopolysaccharide	ABCC2,APOB,CARD16,CASP1,CCL5,CD36,CMPK2,HMGB2,JAK2,LGALS9,MAOB,NOS2,PCK1,PPARGC1A,PYCARD,TNIP3,XBP1	1.46E-03
BP	GO:0045089	positive regulation of innate immune response	APOB,BIRC3,CCL5,CD36,CYBA,DDX60,GBP5,HLA-E,HSP90B1,LGALS9,MUC2,NLRC5,PARP9,PSMB8,PSMB9,PSME2,PYCARD,RSAD2,TNIP3	1.47E-03
BP	GO:1901990	regulation of mitotic cell cycle phase transition	ANAPC7,ANLN,CCND1,CDC20,CDK1,CENPE,CENPF,CLSPN,DLGAP5,E2F8,HMMR,HSP90AA1,KIF14,KNTC1,MAPRE1,PBX1,PCNA,PSMB8,PSMB9,PSME2,UBD	1.49E-03
BP	GO:0032101	regulation of response to external stimulus	APOA1,APOB,BIRC3,BST1,CARD16,CCL5,CD36,CNGA1,CYBA,DDX60,ENPP3,F11,FGL2,GBP5,GPX4,HLA-E,HSP90B1,IL6R,IRF1,JAK2,LGALS9,LPL,MUC2,NLRC5,NOS2,PARP14,PARP9,PLEK,PRKD1,PSMB8,PSMB9,PSME2,PTPN1,PYCARD,RSAD2,SARM1,SMOC2,STAT1,TNIP3	1.53E-03
MF	GO:0015293	symporter activity	SLC13A2,SLC15A1,SLC17A4,SLC28A1,SLC28A2,SLC38A1,SLC4A7,SLC5A1,SLC5A12,SLC5A9,SLC6A4	1.64E-03
BP	GO:0009991	response to extracellular stimulus	ACAT1,AOC1,APOA1,CCND1,CYBA,G6PC,GCLM,HSP90B1,HSPA5,IGFBP2,KRT20,LPL,OGG1,OXCT1,PCK1,PCNA,PDK4,PPARGC1A,PRKD1,SCTR,SLC6A4,SORD,STAT1,XBP1	1.68E-03
CC	GO:0071682	endocytic vesicle lumen	APOA1,APOB,HSP90AA1,HSP90B1,HSPH1	1.78E-03
BP	GO:0050778	positive regulation of immune response	APOB,BIRC3,CCL5,CD36,CD3G,CYBA,DDX60,GBP5,HLA-E,HSP90AA1,HSP90B1,IGHG1,IGHG3,IGHG4,IGKC,IGLC1,IGLC2,IGLC3,IGLC7,LGALS9,MUC2,NLRC5,PARP9,PRKCB,PSMB8,PSMB9,PSME2,PYCARD,RSAD2,TNIP3,XBP1	1.78E-03
CC	GO:0005829	cytosol	ACOT7,ACOX1,ADH4,ADI1,AK1,AKR7L,ALDOB,ANAPC7,APOA1,APOA4,APOB,ARHGAP8,BICD1,BIRC3,BST2,BUB1,C19orf33,CASP1,CCND1,CCT2,CDC20,CDCA8,CDK1,CENPE,CENPF,CENPU,DCC,DDX60,DEPDC7,DLGAP5,DNAJA1,DOCK2,DUSP6,E2F8,EGLN3,ENO1,FAM13A,FBP1,FMO5,GBP1,GBP2,GBP4,GCLM,GGCT,GPX4,GRB10,HACL1,HGD,HMMR,HSD17B11,HSP90AA1,HSP90B1,HSPA5,HSPH1,IDH2,IFI30,IL32,IRF1,IRS2,ISG15,JAK2,KAZN,KCNIP4,KIF14,KIF23,KIF4A,KNTC1,KPNA2,KRT20,KRT8,LAP3,LDHB,LGALS9,MANF,MAPRE1,MCM5,MLXIPL,MXI1,NCAPG,NLRC5,NOS2,NUF2,OAS1,OAS3,ODC1,PARK2,PARP14,PARP9,PCK1,PDIA6,PFKFB4,PHLPP2,PLEK,PLIN2,PPARGC1A,PRC1,PRKAB2,PRKCB,PRKD1,PRKG2,PSMB8,PSMB9,PSME2,PTPN1,PYCARD,RAN,RARRES3,RHOBTB2,S100A16,SARM1,SHMT1,SNRNP40,SORD,STAT1,STON2,SULT1B1,SULT2A1,TBC1D2,TNIP3,TOMM40,TRIM31,UBD,UBE2L6,WARS,XAF1,XRCC4	1.96E-03
CC	GO:0034385	triglyceride-rich plasma lipoprotein particle	APOA1,APOA4,APOB,APOC3,LPL	1.96E-03
CC	GO:0034361	very-low-density lipoprotein particle	APOA1,APOA4,APOB,APOC3,LPL	1.96E-03
BP	GO:0000278	mitotic cell cycle	ANLN,BUB1,CCND1,CDC20,CDCA8,CDK1,CENPE,CENPF,CEP55,CLSPN,DLGAP5,E2F8,FOXM1,HSP90AA1,KIF14,KIF23,KIF4A,KNTC1,MAPRE1,MCM4,MCM5,NCAPG,PCNA,PIM2,PRC1,PRKCB,RAN	1.97E-03
BP	GO:0006986	response to unfolded protein	CCND1,DERL3,DNAJA1,HSP90AA1,HSP90B1,HSPA5,HSPH1,MANF,PARK2,PDIA6,PTPN1,XBP1	1.97E-03
MF	GO:0050662	coenzyme binding	ACADM,ACAT1,ACOT7,ACOX1,ADH4,EGLN3,FMO5,HACL1,IDH2,IYD,MAOB,MARC2,NOS2,PARP9,PLOD2,SHMT1,SORD	2.00E-03
BP	GO:0090087	regulation of peptide transport	APOA1,BANK1,CARD16,CASP1,CCL5,CD36,DERL3,DNAJA1,FAM3D,GBP1,HLA-E,IDH2,IFI27,IRS2,JAK2,KIF20B,KRT20,LGALS9,LPL,NOS2,OXCT1,PARK2,PDZK1,PTPN1,PYCARD,RAN,RSAD2,SLC2A2,UBL5,XBP1	2.11E-03
BP	GO:0034378	chylomicron assembly	APOA1,APOA4,APOB,APOC3	2.19E-03
CC	GO:0031526	brush border membrane	ABCC2,CD36,CDHR5,PDZK1,SLC46A1,SLC5A1,TRPM6	2.23E-03
BP	GO:0055090	acylglycerol homeostasis	ANGPTL4,APOA1,APOC3,LPL,MLXIPL,XBP1	2.25E-03
BP	GO:0070328	triglyceride homeostasis	ANGPTL4,APOA1,APOC3,LPL,MLXIPL,XBP1	2.25E-03
BP	GO:0019319	hexose biosynthetic process	ALDOB,ENO1,FBP1,G6PC,PCK1,PPARGC1A,SORD	2.25E-03
BP	GO:0014070	response to organic cyclic compound	ABCC2,ACAT1,AOC1,APOA4,APOB,CCL5,CCND1,CD36,CDK1,CYBA,DUSP6,EPHX1,GCLM,GPX4,GRAMD1B,H2AFZ,HMGB2,HSP90B1,HSPA5,IGFBP2,JAK2,MAOB,OGG1,PAQR7,PARK2,PCK1,PCNA,PLIN2,PPARGC1A,RAN,SHMT1,SLC6A4,STAT1	2.25E-03
MF	GO:0015081	sodium ion transmembrane transporter activity	SLC13A2,SLC17A4,SLC28A1,SLC28A2,SLC38A1,SLC4A7,SLC5A1,SLC5A12,SLC5A9,SLC6A4,SLC9A7	2.28E-03
BP	GO:0022402	cell cycle process	ANLN,ASPM,BUB1,CCND1,CDC20,CDCA8,CDK1,CENPE,CENPF,CEP55,CLSPN,DLGAP5,E2F8,FOXM1,HSP90AA1,IRF1,KIF14,KIF20B,KIF23,KIF4A,KNTC1,MAPRE1,MCM4,MCM5,NCAPG,NDC1,PCNA,PIM2,PRC1,PRKAB2,PRKCB,RAN,STRA13,TOP2A	2.36E-03
MF	GO:0022804	active transmembrane transporter activity	SLC13A2,SLC15A1,SLC17A4,SLC19A1,SLC28A1,SLC28A2,SLC38A1,SLC4A7,SLC5A1,SLC5A12,SLC5A9,SLC6A4,SLC7A6,SLC9A7,TAP1,TAP2	2.51E-03
BP	GO:0071222	cellular response to lipopolysaccharide	ABCC2,CARD16,CASP1,CCL5,CD36,CMPK2,HMGB2,NOS2,PPARGC1A,PYCARD,TNIP3,XBP1	2.57E-03
BP	GO:0042737	drug catabolic process	ACAT1,APOA4,CYP2C9,CYP3A4,CYP3A5,HGD,MAOB,OXCT1,SULT1B1,SULT2A1	2.59E-03
BP	GO:0140014	mitotic nuclear division	CDC20,CDCA8,CENPE,CEP55,DLGAP5,KIF14,KIF23,KIF4A,NCAPG,PRC1,RAN	2.67E-03
BP	GO:0007586	digestion	ASAH2,CD36,HRH2,LCT,MUC2,PPARGC1A,SI,SLC2A2,SLC46A1,SLC5A1	2.76E-03
BP	GO:0007166	cell surface receptor signaling pathway	ACKR4,APOA1,BIRC3,BST2,C1orf186,CASP1,CCL5,CCND1,CD24,CD36,CD3G,CIITA,COL4A5,CYBA,DCC,DLGAP5,EIF4EBP2,GBP1,GBP2,HLA-E,HSP90AA1,HSP90B1,IFI27,IFI30,IFITM1,IFITM3,IGHG1,IGHG3,IGHG4,IGKC,IGLC1,IGLC2,IGLC3,IGLC7,IL32,IL6R,IRF1,IRS2,ISG15,ISG20,JAK2,KRT8,MUC2,NOS2,NRG1,NRG3,OAS1,OAS3,PBX1,PDK4,PLEK,PRKCB,PRKD1,PSMB8,PSMB9,PSME2,PTH2R,PTPN1,PYCARD,RSAD2,SCTR,STAT1,TNFRSF17,TRIM31,UNC5D,XAF1	2.80E-03
BP	GO:0002833	positive regulation of response to biotic stimulus	APOB,BIRC3,CCL5,CD36,CYBA,DDX60,GBP5,HLA-E,HSP90B1,LGALS9,MUC2,NLRC5,PARP9,PSMB8,PSMB9,PSME2,PYCARD,RSAD2,TNIP3	2.90E-03
BP	GO:1901569	fatty acid derivative catabolic process	ACAT1,ACOT7,CYP4F3,OXCT1	3.05E-03
BP	GO:0071216	cellular response to biotic stimulus	ABCC2,CARD16,CASP1,CCL5,CD36,CMPK2,HMGB2,HSPA5,NOS2,PPARGC1A,PYCARD,TNIP3,XBP1	3.07E-03
MF	GO:0017127	cholesterol transporter activity	APOA1,APOA4,APOB,GRAMD1B,STARD4	3.15E-03
BP	GO:0046364	monosaccharide biosynthetic process	ALDOB,ENO1,FBP1,G6PC,PCK1,PPARGC1A,SORD	3.56E-03
BP	GO:0071219	cellular response to molecule of bacterial origin	ABCC2,CARD16,CASP1,CCL5,CD36,CMPK2,HMGB2,NOS2,PPARGC1A,PYCARD,TNIP3,XBP1	3.66E-03
BP	GO:0043902	positive regulation of multi-organism process	APOB,BIRC3,CCL5,CD36,CYBA,DDX60,GBP5,HLA-E,HSP90B1,KPNA2,LGALS9,MUC2,NELFE,NLRC5,NOS2,PARP9,PSMB8,PSMB9,PSME2,PYCARD,RSAD2,TNIP3,TOP2A	3.66E-03
BP	GO:0000280	nuclear division	ASPM,CDC20,CDCA8,CENPE,CEP55,DLGAP5,KIF14,KIF23,KIF4A,NCAPG,NDC1,PRC1,RAN,STRA13,TOP2A	3.66E-03
